customer_key,customer_id,first_name,last_name,email,loyalty_status,segment,region
2490,CUST02490,Alicia,Vasquez,marcus39@example.net,Silver,Standard,East
2491,CUST02491,Steven,Hensley,oscarlee@example.com,Silver,Wholesale,East
2492,CUST02492,Sarah,Blackwell,krausekimberly@example.net,Gold,Standard,West
2493,CUST02493,Matthew,Jones,navarrokevin@example.org,Gold,Standard,South
2494,CUST02494,Brian,Barnes,royfernandez@example.com,Gold,Wholesale,North
2495,CUST02495,Natalie,Cabrera,bonnie68@example.net,Platinum,Standard,West
2496,CUST02496,Joseph,Rhodes,christopher73@example.com,Silver,Standard,West
2497,CUST02497,Diana,Grimes,randallholland@example.com,Silver,Premium,West
2498,CUST02498,Christopher,Howard,cesar99@example.org,Silver,Premium,North
2499,CUST02499,Holly,Gallagher,tammy01@example.org,Silver,Standard,West
2500,CUST02500,Lee,Burke,henry06@example.org,Platinum,Standard,West
2501,CUST02501,Sheila,Reed,amy19@example.com,Gold,Wholesale,North
2502,CUST02502,Mariah,Davis,anthonylopez@example.net,Gold,Premium,East
2503,CUST02503,Grant,Kelly,sarahbaker@example.org,Bronze,Wholesale,West
2504,CUST02504,Mary,Johnson,kelly91@example.com,Silver,Wholesale,East
2505,CUST02505,Gail,Reynolds,antoniothomas@example.net,Bronze,Wholesale,East
2506,CUST02506,Erica,Thomas,jennifer86@example.org,Bronze,Wholesale,South
2507,CUST02507,Matthew,Ward,qstrickland@example.net,Silver,Wholesale,North
2508,CUST02508,Brittany,Jensen,dstone@example.org,Platinum,Wholesale,South
2509,CUST02509,Zoe,Gonzales,utownsend@example.net,Platinum,Standard,North
2510,CUST02510,Gina,Cooper,ashleycordova@example.com,Platinum,Standard,East
2511,CUST02511,Rhonda,Flores,joseph73@example.org,Silver,Premium,East
2512,CUST02512,Rebecca,Brooks,jenniferrobinson@example.com,Platinum,Wholesale,East
2513,CUST02513,Audrey,Jones,dunnlisa@example.com,Platinum,Premium,South
2514,CUST02514,Daniel,Johnson,donalddorsey@example.net,Bronze,Premium,West
2515,CUST02515,Patrick,Chandler,trevorrodriguez@example.org,Gold,Wholesale,South
2516,CUST02516,Stephanie,Sanchez,gabrielhowe@example.net,Platinum,Wholesale,South
2517,CUST02517,Michael,Vaughan,lgregory@example.org,Bronze,Wholesale,South
2518,CUST02518,Kayla,Powell,williamstephens@example.net,Platinum,Wholesale,East
2519,CUST02519,Haley,Thomas,davisstephen@example.net,Platinum,Wholesale,East
2520,CUST02520,Jennifer,Aguilar,medinajerry@example.net,Silver,Standard,East
2521,CUST02521,Alexander,Mcdonald,joshua39@example.net,Gold,Standard,West
2522,CUST02522,Amber,Thomas,gonzalezbrian@example.net,Silver,Wholesale,North
2523,CUST02523,Diane,Smith,danielbrian@example.com,Gold,Wholesale,East
2524,CUST02524,Kenneth,Thompson,sharon67@example.net,Gold,Premium,East
2525,CUST02525,Melissa,Moore,williamscourtney@example.net,Gold,Premium,West
2526,CUST02526,Chase,Rodriguez,alexander43@example.org,Silver,Premium,East
2527,CUST02527,Robin,Mitchell,gilbertrobert@example.org,Gold,Wholesale,East
2528,CUST02528,Brandon,Zimmerman,adrian08@example.com,Bronze,Wholesale,North
2529,CUST02529,Janice,Parker,james25@example.net,Bronze,Premium,North
2530,CUST02530,Andrew,Martinez,gwilson@example.com,Gold,Standard,East
2531,CUST02531,Anthony,Padilla,parkerlawrence@example.net,Gold,Standard,North
2532,CUST02532,Karen,Baker,holmesgary@example.com,Bronze,Premium,West
2533,CUST02533,Kevin,Rodriguez,mphillips@example.org,Silver,Premium,West
2534,CUST02534,Jacqueline,Raymond,masonbrett@example.net,Platinum,Wholesale,West
2535,CUST02535,Joe,Chandler,obaker@example.com,Bronze,Premium,West
2536,CUST02536,Richard,Rios,hhess@example.com,Platinum,Premium,West
2537,CUST02537,Harry,Snyder,williamsmichael@example.net,Bronze,Standard,East
2538,CUST02538,Kristen,Scott,bianca27@example.net,Bronze,Wholesale,South
2539,CUST02539,Robert,Brown,matthewkennedy@example.net,Gold,Standard,South
2540,CUST02540,Phillip,Ramsey,jessicabruce@example.org,Bronze,Standard,South
2541,CUST02541,Kristen,Bauer,allison52@example.com,Silver,Standard,West
2542,CUST02542,Scott,Dougherty,rebeccadavis@example.org,Silver,Wholesale,East
2543,CUST02543,Alan,Gordon,lisaholland@example.net,Silver,Wholesale,East
2544,CUST02544,Jill,Dunn,lopezjo@example.org,Bronze,Premium,East
2545,CUST02545,Audrey,Wyatt,victoriaarellano@example.org,Gold,Wholesale,East
2546,CUST02546,Angel,Boyd,harperkaitlin@example.net,Platinum,Wholesale,East
2547,CUST02547,Joshua,House,oalvarez@example.net,Platinum,Wholesale,West
2548,CUST02548,Donna,Gentry,emilyblevins@example.com,Platinum,Standard,West
2549,CUST02549,Sharon,Reyes,howardroy@example.net,Platinum,Wholesale,North
2550,CUST02550,Henry,Hampton,shannonsparks@example.org,Silver,Premium,West
2551,CUST02551,Terri,Rocha,uaguilar@example.net,Platinum,Premium,East
2552,CUST02552,Paul,Rogers,zbranch@example.net,Gold,Wholesale,West
2553,CUST02553,Barbara,Romero,aharvey@example.net,Gold,Standard,East
2554,CUST02554,Katelyn,Miller,gcarter@example.org,Bronze,Wholesale,North
2555,CUST02555,Michael,Harris,ramirezmark@example.org,Gold,Premium,West
2556,CUST02556,Jeremiah,Nguyen,owensemily@example.org,Gold,Wholesale,East
2557,CUST02557,Daniel,Brown,david47@example.com,Platinum,Standard,South
2558,CUST02558,Caleb,Oliver,ikoch@example.com,Silver,Wholesale,East
2559,CUST02559,Ashley,Smith,bartonerica@example.net,Platinum,Premium,East
2560,CUST02560,Alexander,Moses,osolis@example.org,Silver,Premium,East
2561,CUST02561,Anne,Arnold,brycemiller@example.org,Silver,Premium,North
2562,CUST02562,Teresa,Reed,grayfrank@example.org,Bronze,Standard,West
2563,CUST02563,Tina,Adams,jfuller@example.org,Bronze,Standard,West
2564,CUST02564,Shannon,Chambers,michaelbarrera@example.org,Gold,Premium,South
2565,CUST02565,Tara,Allen,claudiabean@example.net,Gold,Standard,South
2566,CUST02566,Richard,Hawkins,bryan14@example.com,Platinum,Standard,North
2567,CUST02567,Jessica,Phillips,rachelkennedy@example.org,Platinum,Standard,South
2568,CUST02568,Francisco,Davis,julia53@example.net,Gold,Standard,North
2569,CUST02569,Robin,Bishop,catherinepotts@example.com,Platinum,Premium,South
2570,CUST02570,Connie,Robinson,asimmons@example.org,Gold,Wholesale,West
2571,CUST02571,James,Bryan,royedwards@example.org,Bronze,Wholesale,South
2572,CUST02572,Brian,Hall,johnsonmichael@example.net,Platinum,Wholesale,North
2573,CUST02573,Juan,Erickson,olivia02@example.net,Platinum,Premium,North
2574,CUST02574,Matthew,Thomas,xjackson@example.org,Platinum,Wholesale,East
2575,CUST02575,Susan,Kane,jennifer64@example.org,Gold,Wholesale,North
2576,CUST02576,Kimberly,Miller,brittanypotter@example.org,Bronze,Standard,West
2577,CUST02577,Robert,Young,crystal56@example.com,Platinum,Standard,South
2578,CUST02578,David,King,graycorey@example.org,Bronze,Wholesale,South
2579,CUST02579,Heather,Kane,juliecarter@example.com,Silver,Wholesale,North
2580,CUST02580,Cristian,Henderson,burtonsamantha@example.com,Platinum,Wholesale,North
2581,CUST02581,Cynthia,Brown,wjohnson@example.com,Bronze,Standard,East
2582,CUST02582,Darrell,Thomas,vargascarrie@example.org,Gold,Premium,East
2583,CUST02583,Kevin,Lawrence,lindahayes@example.com,Gold,Premium,South
2584,CUST02584,Melissa,Diaz,marquezerik@example.org,Platinum,Wholesale,West
2585,CUST02585,Robert,Howe,stanley75@example.net,Gold,Premium,South
2586,CUST02586,Kimberly,Skinner,williamrichards@example.org,Gold,Wholesale,North
2587,CUST02587,Megan,Blackburn,mford@example.com,Bronze,Premium,South
2588,CUST02588,Nicholas,Jones,michaelgallagher@example.com,Gold,Premium,South
2589,CUST02589,Sara,Berg,justincortez@example.com,Platinum,Premium,East
2590,CUST02590,James,Powers,michael89@example.org,Gold,Premium,West
2591,CUST02591,Gerald,Newman,thomasbell@example.org,Gold,Premium,North
2592,CUST02592,Jacob,Williams,michaelgonzales@example.com,Gold,Standard,South
2593,CUST02593,Brandy,Le,rmcknight@example.net,Gold,Standard,South
2594,CUST02594,Michael,Wood,nmedina@example.com,Platinum,Wholesale,South
2595,CUST02595,Johnny,Herring,stevencollier@example.net,Gold,Standard,South
2596,CUST02596,Brian,Guerrero,patkins@example.org,Bronze,Wholesale,South
2597,CUST02597,Sabrina,Hernandez,meganturner@example.net,Platinum,Premium,South
2598,CUST02598,Edward,Lester,ghunt@example.org,Silver,Premium,West
2599,CUST02599,Maria,Carpenter,ryanpatrick@example.org,Gold,Standard,South
2600,CUST02600,Brian,Clark,mcguirerita@example.com,Gold,Standard,South
2601,CUST02601,William,Lewis,anthony28@example.net,Bronze,Standard,East
2602,CUST02602,Emily,Robinson,martinwyatt@example.org,Silver,Standard,South
2603,CUST02603,Charles,Mckee,whitney75@example.org,Bronze,Standard,West
2604,CUST02604,Crystal,Valdez,tyroneramirez@example.net,Silver,Standard,West
2605,CUST02605,Jacqueline,Turner,carriehuber@example.net,Platinum,Standard,South
2606,CUST02606,Tiffany,Zhang,fosterkatherine@example.org,Bronze,Standard,West
2607,CUST02607,Marc,Coleman,christinakramer@example.com,Silver,Standard,North
2608,CUST02608,Peter,Robinson,dudleytrevor@example.org,Platinum,Wholesale,South
2609,CUST02609,Adam,Jennings,balldavid@example.net,Platinum,Wholesale,North
2610,CUST02610,Jessica,Garcia,logan59@example.org,Silver,Standard,West
2611,CUST02611,Colton,Roman,jonathan01@example.com,Platinum,Premium,West
2612,CUST02612,Victor,Blackwell,mcgeejulia@example.com,Gold,Standard,West
2613,CUST02613,Tamara,Hanson,xfleming@example.org,Bronze,Standard,North
2614,CUST02614,Randy,Mcfarland,xbenson@example.net,Silver,Premium,East
2615,CUST02615,Kelsey,White,kenneth81@example.net,Platinum,Standard,North
2616,CUST02616,Tracy,Walsh,pateljack@example.com,Bronze,Standard,North
2617,CUST02617,Pamela,Lopez,barrettdeborah@example.org,Bronze,Standard,East
2618,CUST02618,Jerry,Farrell,cochranpaul@example.org,Silver,Standard,South
2619,CUST02619,Catherine,Austin,hodgesdiana@example.net,Gold,Premium,South
2620,CUST02620,Larry,Lewis,stephanie56@example.net,Gold,Wholesale,South
2621,CUST02621,John,Burton,carljackson@example.org,Platinum,Standard,East
2622,CUST02622,Ian,Knight,rebecca45@example.org,Bronze,Standard,South
2623,CUST02623,Jesse,Davis,mariojenkins@example.org,Platinum,Wholesale,West
2624,CUST02624,Angel,Shields,garciadonna@example.org,Platinum,Standard,South
2625,CUST02625,Rebecca,Williams,arichards@example.com,Gold,Standard,East
2626,CUST02626,Christopher,Mcdowell,hernandezkrystal@example.com,Bronze,Premium,East
2627,CUST02627,Dana,Fisher,wrightnicholas@example.org,Gold,Premium,West
2628,CUST02628,Christopher,Freeman,rebeccafrench@example.org,Gold,Standard,South
2629,CUST02629,Donna,Deleon,williamcampbell@example.net,Platinum,Wholesale,South
2630,CUST02630,Thomas,Turner,cristian60@example.com,Gold,Standard,North
2631,CUST02631,Andrew,Howell,dchavez@example.org,Gold,Premium,North
2632,CUST02632,Emily,Cobb,dphillips@example.com,Silver,Standard,North
2633,CUST02633,Benjamin,Bates,callen@example.org,Bronze,Premium,North
2634,CUST02634,Patricia,Bennett,yfranklin@example.net,Bronze,Wholesale,North
2635,CUST02635,Christine,Shelton,stricklandjasmin@example.net,Platinum,Standard,North
2636,CUST02636,John,Rodriguez,qparker@example.org,Gold,Premium,North
2637,CUST02637,Victor,Hughes,campbellkathryn@example.org,Silver,Premium,North
2638,CUST02638,Katherine,Adams,tarale@example.com,Bronze,Wholesale,North
2639,CUST02639,Matthew,Crawford,gardnerjoshua@example.com,Platinum,Wholesale,South
2640,CUST02640,Brandon,Ward,sdavis@example.org,Gold,Premium,North
2641,CUST02641,Laura,Hayes,andrewsmark@example.org,Gold,Premium,West
2642,CUST02642,Timothy,Howard,fowlerjames@example.net,Silver,Standard,West
2643,CUST02643,Emily,Hernandez,jonathanmalone@example.com,Gold,Standard,South
2644,CUST02644,Mark,Jordan,matthewryan@example.net,Silver,Wholesale,North
2645,CUST02645,Andrea,Castro,nicole43@example.com,Gold,Wholesale,West
2646,CUST02646,Paul,Cox,chris22@example.org,Gold,Standard,West
2647,CUST02647,Dustin,Martin,awhite@example.com,Gold,Wholesale,North
2648,CUST02648,Melissa,Norton,jean88@example.org,Gold,Wholesale,West
2649,CUST02649,Erik,Horton,pbates@example.net,Bronze,Standard,West
2650,CUST02650,Deborah,Barnett,colemiller@example.net,Bronze,Premium,North
2651,CUST02651,Paula,Costa,kimberlycarroll@example.net,Bronze,Wholesale,South
2652,CUST02652,Bobby,Rose,garrettlambert@example.com,Gold,Standard,East
2653,CUST02653,Sara,Craig,rbrown@example.com,Gold,Premium,West
2654,CUST02654,Tony,Larson,jrogers@example.com,Silver,Standard,South
2655,CUST02655,Michael,James,timothy26@example.net,Silver,Wholesale,North
2656,CUST02656,Kyle,Chase,daleglenn@example.net,Gold,Standard,North
2657,CUST02657,Joseph,Kelley,kmathis@example.com,Silver,Wholesale,East
2658,CUST02658,Travis,Romero,icole@example.net,Silver,Premium,North
2659,CUST02659,Brian,Walters,nicolasortega@example.net,Gold,Wholesale,West
2660,CUST02660,Matthew,Morris,vhopkins@example.org,Bronze,Wholesale,North
2661,CUST02661,Randall,Rivera,thomas97@example.com,Platinum,Standard,North
2662,CUST02662,Patrick,Poole,jpineda@example.org,Silver,Wholesale,East
2663,CUST02663,Tony,Meyer,devinnorris@example.net,Silver,Standard,East
2664,CUST02664,Michael,Melton,jessicamccoy@example.net,Bronze,Standard,South
2665,CUST02665,Thomas,Hood,bryantmaria@example.org,Silver,Standard,North
2666,CUST02666,Anne,Braun,howardkelsey@example.com,Silver,Standard,North
2667,CUST02667,Jennifer,Oneill,gjohnson@example.net,Platinum,Wholesale,North
2668,CUST02668,Erin,Mack,xknight@example.org,Bronze,Premium,East
2669,CUST02669,Jamie,Juarez,dwatson@example.com,Gold,Wholesale,North
2670,CUST02670,Michael,Heath,zwall@example.com,Platinum,Wholesale,East
2671,CUST02671,James,Sosa,rodriguezalexander@example.com,Silver,Standard,East
2672,CUST02672,Susan,Stark,pperez@example.com,Platinum,Standard,West
2673,CUST02673,Priscilla,Horton,mclark@example.net,Gold,Standard,West
2674,CUST02674,Zachary,Perkins,bhurst@example.org,Platinum,Standard,North
2675,CUST02675,Jennifer,Wolfe,johnsonkristin@example.com,Silver,Premium,West
2676,CUST02676,James,Russell,rosejesse@example.org,Platinum,Wholesale,East
2677,CUST02677,Kristy,Navarro,smendoza@example.com,Silver,Premium,North
2678,CUST02678,Kathryn,White,dcole@example.org,Bronze,Standard,West
2679,CUST02679,Karen,Williams,hobbsscott@example.net,Bronze,Premium,East
2680,CUST02680,Daniel,Gilmore,darlenesmith@example.com,Gold,Premium,East
2681,CUST02681,Matthew,Rodgers,sbarry@example.org,Silver,Wholesale,South
2682,CUST02682,Kevin,Cherry,careybrian@example.org,Gold,Standard,North
2683,CUST02683,Ian,Martinez,hharris@example.org,Bronze,Premium,South
2684,CUST02684,Mary,Duncan,jsimmons@example.org,Silver,Wholesale,East
2685,CUST02685,Linda,Lee,lee79@example.net,Platinum,Wholesale,East
2686,CUST02686,Heather,Leon,nelsonlisa@example.com,Silver,Wholesale,North
2687,CUST02687,Veronica,Mccarthy,lfitzgerald@example.com,Silver,Wholesale,West
2688,CUST02688,James,Rosales,harrisoncharles@example.org,Platinum,Wholesale,North
2689,CUST02689,John,Dickerson,dharris@example.net,Gold,Standard,South
2690,CUST02690,Alison,Sharp,sarah79@example.org,Silver,Wholesale,East
2691,CUST02691,Charles,Frost,andrew17@example.net,Bronze,Wholesale,West
2692,CUST02692,Bradley,Hudson,bfrancis@example.org,Bronze,Premium,East
2693,CUST02693,Ian,Castaneda,plopez@example.com,Gold,Wholesale,North
2694,CUST02694,Holly,Lara,qlopez@example.net,Platinum,Wholesale,East
2695,CUST02695,Theresa,Sparks,wcrawford@example.com,Silver,Standard,South
2696,CUST02696,Kevin,Greene,jwillis@example.net,Gold,Wholesale,South
2697,CUST02697,Travis,Cook,randy98@example.com,Silver,Premium,West
2698,CUST02698,Paula,Wells,cassandrawillis@example.com,Platinum,Premium,North
2699,CUST02699,Veronica,Knight,yfischer@example.net,Platinum,Premium,South
2700,CUST02700,Jessica,Fisher,mhuff@example.com,Platinum,Wholesale,South
2701,CUST02701,Douglas,Miller,melissa89@example.com,Platinum,Standard,South
2702,CUST02702,Alexander,Carroll,elizabethalvarez@example.net,Silver,Wholesale,West
2703,CUST02703,Terri,Jones,craigmartinez@example.org,Silver,Standard,North
2704,CUST02704,Chris,Gonzalez,sandovalkatherine@example.com,Silver,Wholesale,North
2705,CUST02705,Diana,Johnston,brian84@example.com,Bronze,Standard,West
2706,CUST02706,David,Jacobson,james52@example.com,Platinum,Premium,South
2707,CUST02707,Robert,Wilson,smithjeffrey@example.org,Bronze,Standard,South
2708,CUST02708,Christine,Gardner,kpetersen@example.org,Bronze,Wholesale,North
2709,CUST02709,Chad,Osborne,patrick82@example.net,Platinum,Standard,South
2710,CUST02710,Kimberly,Gordon,ojohnson@example.com,Gold,Standard,East
2711,CUST02711,Jay,Foster,vprice@example.net,Platinum,Standard,East
2712,CUST02712,Lee,Love,lauren04@example.net,Platinum,Standard,West
2713,CUST02713,Cody,Taylor,dana17@example.com,Gold,Wholesale,North
2714,CUST02714,Katherine,Benson,julie68@example.org,Gold,Premium,North
2715,CUST02715,Francisco,Cook,joseph44@example.net,Silver,Wholesale,West
2716,CUST02716,Suzanne,Hopkins,charlesewing@example.com,Gold,Standard,East
2717,CUST02717,William,Mueller,richardcarroll@example.net,Platinum,Standard,West
2718,CUST02718,Kenneth,Ochoa,cassidy85@example.org,Bronze,Standard,South
2719,CUST02719,Scott,Mitchell,nsmith@example.org,Bronze,Standard,East
2720,CUST02720,Zoe,Clark,tyler39@example.com,Platinum,Wholesale,North
2721,CUST02721,Angela,Morrow,ahenderson@example.net,Silver,Standard,South
2722,CUST02722,Paul,Rice,megan29@example.com,Platinum,Standard,North
2723,CUST02723,Kelsey,Miller,susan10@example.org,Gold,Wholesale,South
2724,CUST02724,Tracy,Sanchez,jwolf@example.org,Platinum,Premium,South
2725,CUST02725,Jeanette,Hunt,lisa08@example.net,Gold,Standard,West
2726,CUST02726,Joseph,Butler,ygomez@example.com,Silver,Wholesale,East
2727,CUST02727,Norman,Hudson,jordanann@example.com,Bronze,Wholesale,East
2728,CUST02728,Michael,Duncan,virginia55@example.com,Platinum,Standard,North
2729,CUST02729,Douglas,Jacobs,hayeswendy@example.com,Gold,Premium,South
2730,CUST02730,Frederick,Rich,christinamcmahon@example.net,Platinum,Wholesale,South
2731,CUST02731,David,Thompson,donna47@example.com,Platinum,Standard,East
2732,CUST02732,Kylie,White,denise74@example.net,Silver,Premium,East
2733,CUST02733,Paula,Wilson,fdavenport@example.com,Silver,Standard,North
2734,CUST02734,William,Williams,terrysmith@example.com,Silver,Wholesale,South
2735,CUST02735,Jessica,Barber,virginiawilliams@example.com,Gold,Wholesale,North
2736,CUST02736,Dana,Jones,michael75@example.com,Gold,Wholesale,South
2737,CUST02737,Stephanie,Cruz,rellison@example.org,Platinum,Wholesale,West
2738,CUST02738,Diana,Burton,noah17@example.com,Bronze,Premium,West
2739,CUST02739,Erin,Greene,stoneanthony@example.com,Bronze,Standard,South
2740,CUST02740,Katherine,Ryan,ywilliams@example.net,Bronze,Standard,North
2741,CUST02741,Kimberly,Chapman,faulknernicolas@example.org,Bronze,Standard,North
2742,CUST02742,Hannah,Villa,aerickson@example.org,Platinum,Premium,East
2743,CUST02743,Dominic,Cooley,davidrivera@example.org,Bronze,Standard,East
2744,CUST02744,Mary,Hill,sarahperez@example.com,Bronze,Premium,North
2745,CUST02745,Lindsay,Lopez,ywood@example.org,Silver,Wholesale,East
2746,CUST02746,Judith,Lucas,deniseperry@example.com,Gold,Premium,East
2747,CUST02747,Jennifer,Jennings,lprice@example.org,Bronze,Premium,North
2748,CUST02748,Ethan,Miller,angelamartinez@example.com,Bronze,Standard,East
2749,CUST02749,William,Hammond,valerie42@example.org,Platinum,Wholesale,North
2750,CUST02750,Michael,Johnson,dylanwalker@example.org,Platinum,Premium,South
2751,CUST02751,Antonio,Smith,shelly76@example.net,Platinum,Premium,South
2752,CUST02752,Kelly,Blair,sparksmichelle@example.net,Platinum,Wholesale,East
2753,CUST02753,Daniel,Beltran,williamslaura@example.com,Platinum,Premium,South
2754,CUST02754,Kyle,Nelson,elizabeth68@example.org,Silver,Premium,West
2755,CUST02755,Maria,Fowler,rkramer@example.com,Gold,Premium,West
2756,CUST02756,Hannah,Miller,teresabass@example.com,Gold,Standard,North
2757,CUST02757,Sara,Rowe,dhenderson@example.net,Bronze,Standard,South
2758,CUST02758,Jennifer,Reynolds,ryanramirez@example.org,Silver,Wholesale,South
2759,CUST02759,Eduardo,Thompson,robersonann@example.org,Gold,Premium,West
2760,CUST02760,Sandra,Martin,michaelwalls@example.net,Silver,Standard,North
2761,CUST02761,David,Turner,welchrobert@example.org,Bronze,Wholesale,West
2762,CUST02762,Diana,Choi,anngarza@example.org,Platinum,Premium,West
2763,CUST02763,Brandi,Adams,kevin33@example.net,Silver,Standard,East
2764,CUST02764,Brandon,Downs,umendoza@example.net,Platinum,Premium,East
2765,CUST02765,Brian,Hunter,rnguyen@example.net,Gold,Wholesale,North
2766,CUST02766,Patricia,Jefferson,jacobstein@example.com,Platinum,Standard,North
2767,CUST02767,Lori,Fields,butlerjasmine@example.org,Gold,Standard,South
2768,CUST02768,Sandra,Schroeder,michelleking@example.com,Platinum,Wholesale,South
2769,CUST02769,Rebecca,Gibson,kristen54@example.com,Silver,Premium,South
2770,CUST02770,Tamara,Wolfe,saralopez@example.com,Bronze,Standard,North
2771,CUST02771,Desiree,Miller,willisgary@example.org,Bronze,Wholesale,South
2772,CUST02772,Joseph,Meyers,xlevine@example.net,Platinum,Premium,East
2773,CUST02773,Paul,Sanders,makayla37@example.net,Platinum,Standard,East
2774,CUST02774,Paul,Kaufman,martinbrian@example.net,Bronze,Premium,North
2775,CUST02775,Kathleen,Hardin,james11@example.net,Silver,Standard,East
2776,CUST02776,Norma,Mitchell,ryandiaz@example.net,Gold,Premium,North
2777,CUST02777,Shannon,Bell,ucross@example.net,Silver,Premium,South
2778,CUST02778,Jeffrey,Cameron,ohoward@example.net,Silver,Premium,East
2779,CUST02779,Jacqueline,Sanford,umoran@example.net,Gold,Standard,West
2780,CUST02780,Gregory,Carter,clarkkevin@example.com,Gold,Premium,West
2781,CUST02781,Glenda,Savage,nguyentammy@example.net,Gold,Standard,West
2782,CUST02782,Theresa,Hurst,davidreid@example.com,Silver,Wholesale,North
2783,CUST02783,Sara,Huff,dixonneil@example.org,Bronze,Premium,South
2784,CUST02784,Karen,Jimenez,michaelpotter@example.net,Bronze,Standard,North
2785,CUST02785,Kathy,Vazquez,turnerchloe@example.net,Silver,Wholesale,West
2786,CUST02786,John,Cox,jonesjennifer@example.net,Bronze,Wholesale,South
2787,CUST02787,Chase,Miller,deanhansen@example.org,Platinum,Standard,South
2788,CUST02788,Brianna,Cole,mjackson@example.com,Silver,Premium,East
2789,CUST02789,Cheryl,Suarez,diazjason@example.net,Gold,Premium,East
2790,CUST02790,Heidi,Arnold,hturner@example.com,Gold,Premium,South
2791,CUST02791,Cole,Peters,pattersonbenjamin@example.org,Bronze,Standard,East
2792,CUST02792,Travis,Mitchell,jhatfield@example.org,Silver,Standard,North
2793,CUST02793,Robin,Gray,joshuafreeman@example.org,Silver,Premium,West
2794,CUST02794,Amy,Cordova,merrittheather@example.org,Bronze,Wholesale,East
2795,CUST02795,Scott,Ruiz,leslie61@example.com,Silver,Wholesale,East
2796,CUST02796,Juan,Jones,jeffreykeith@example.com,Silver,Wholesale,East
2797,CUST02797,Amanda,Nicholson,robertwilson@example.com,Bronze,Standard,North
2798,CUST02798,Justin,Young,myersjustin@example.com,Platinum,Wholesale,South
2799,CUST02799,Jessica,Banks,ryan61@example.com,Silver,Premium,North
2800,CUST02800,Hector,Diaz,amber67@example.org,Gold,Wholesale,East
2801,CUST02801,James,Sweeney,smithpam@example.net,Bronze,Premium,North
2802,CUST02802,Nicole,Franco,ksharp@example.org,Platinum,Standard,North
2803,CUST02803,Krystal,Harris,qjohnson@example.com,Silver,Standard,North
2804,CUST02804,Larry,Rose,sherriconway@example.org,Platinum,Wholesale,West
2805,CUST02805,Edward,Cameron,jermaine27@example.org,Silver,Premium,East
2806,CUST02806,Carrie,Mccall,isilva@example.org,Platinum,Standard,South
2807,CUST02807,Susan,Patterson,mwhitehead@example.com,Gold,Wholesale,East
2808,CUST02808,Tiffany,Hall,ibrown@example.org,Gold,Premium,South
2809,CUST02809,Derek,Tyler,matthewfreeman@example.net,Silver,Wholesale,North
2810,CUST02810,Jose,Sharp,brownlisa@example.org,Gold,Premium,North
2811,CUST02811,Amanda,Bates,alfred59@example.com,Silver,Standard,North
2812,CUST02812,Michael,Bailey,amy66@example.org,Bronze,Standard,West
2813,CUST02813,Jonathan,Quinn,heather10@example.com,Bronze,Standard,North
2814,CUST02814,Elizabeth,Rivers,colleenking@example.org,Bronze,Standard,North
2815,CUST02815,Frank,Mcdonald,sarah91@example.com,Platinum,Premium,West
2816,CUST02816,Anthony,Martin,clarkekimberly@example.net,Silver,Wholesale,East
2817,CUST02817,Daniel,Russell,dylanhenderson@example.com,Gold,Standard,East
2818,CUST02818,Christopher,Mitchell,michael85@example.com,Bronze,Standard,East
2819,CUST02819,Brandon,Berry,youngmichael@example.org,Platinum,Premium,East
2820,CUST02820,Brian,Coffey,brenda40@example.com,Bronze,Premium,South
2821,CUST02821,Tamara,Larson,bkaufman@example.com,Silver,Premium,West
2822,CUST02822,John,Williams,jordanbradley@example.org,Bronze,Wholesale,East
2823,CUST02823,Brittany,Roach,gatesclaudia@example.com,Silver,Premium,East
2824,CUST02824,Joshua,Hale,eortiz@example.org,Gold,Premium,North
2825,CUST02825,Vincent,Warner,gthompson@example.org,Gold,Standard,West
2826,CUST02826,Karen,Payne,jmedina@example.com,Bronze,Standard,North
2827,CUST02827,Shane,Diaz,evelyn53@example.com,Platinum,Premium,South
2828,CUST02828,Robert,Orozco,dominiquesteele@example.net,Bronze,Standard,North
2829,CUST02829,Dillon,Garza,lmarshall@example.com,Gold,Standard,East
2830,CUST02830,Ellen,Howell,ilee@example.net,Bronze,Standard,South
2831,CUST02831,Oscar,Graham,stevenrobinson@example.net,Bronze,Premium,East
2832,CUST02832,Bonnie,Charles,stevensnicholas@example.com,Silver,Wholesale,West
2833,CUST02833,Luis,Dean,lisa63@example.com,Silver,Premium,South
2834,CUST02834,Barbara,Williams,pamela70@example.com,Bronze,Standard,North
2835,CUST02835,George,Guerrero,amy17@example.com,Gold,Standard,North
2836,CUST02836,Maria,Perez,alexandrathompson@example.org,Gold,Wholesale,South
2837,CUST02837,Steven,Martinez,joseph42@example.net,Silver,Premium,North
2838,CUST02838,Christy,Ward,samuel09@example.net,Platinum,Standard,North
2839,CUST02839,Carly,Bowman,mccannmichael@example.com,Gold,Wholesale,East
2840,CUST02840,Crystal,Murphy,brandycook@example.com,Silver,Wholesale,West
2841,CUST02841,Alexandria,Anderson,maldonadoevan@example.com,Bronze,Premium,South
2842,CUST02842,Scott,Cortez,smithrandy@example.net,Gold,Standard,South
2843,CUST02843,Joel,Potter,davidrogers@example.com,Gold,Wholesale,West
2844,CUST02844,Kevin,Woods,melissa74@example.net,Gold,Standard,East
2845,CUST02845,Julia,Cervantes,hgiles@example.org,Silver,Premium,West
